Walk5,,,,,,,,,,Time-offsetted data,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
23619,3.13,2.47,3.54,1.23,-0.87,4.98,3.19,6.67,,0,3.13,2.47,3.54,1.23,-0.87,4.98,3.19,6.67
23635,2.86,3.16,-1.83,0.73,0.51,4.97,3.35,8.73,,16,2.86,3.16,-1.83,0.73,0.51,4.97,3.35,8.73
23651,5.82,5.75,1.49,1.54,1.52,4.97,5.3,10.37,,32,5.82,5.75,1.49,1.54,1.52,4.97,5.3,10.37
23667,7.4,7.57,1.49,-0.49,-0.06,5.2,6.32,13.67,,48,7.4,7.57,1.49,-0.49,-0.06,5.2,6.32,13.67
23691,8.66,8.11,0,1.35,2.55,0.01,6.5,14.71,,72,8.66,8.11,0,1.35,2.55,0.01,6.5,14.71
23707,8.76,6.22,-0.2,2,2.02,1.43,4.03,14.03,,88,8.76,6.22,-0.2,2,2.02,1.43,4.03,14.03
23723,8.18,4.2,-0.16,-0.5,-0.69,0.37,3.99,13.88,,104,8.18,4.2,-0.16,-0.5,-0.69,0.37,3.99,13.88
23739,7.61,3.37,-0.58,-0.32,-0.38,0.2,3.4,13.39,,120,7.61,3.37,-0.58,-0.32,-0.38,0.2,3.4,13.39
23755,6.71,2.97,0.27,-0.06,-0.68,0,3.53,13.34,,136,6.71,2.97,0.27,-0.06,-0.68,0,3.53,13.34
23771,6.73,3.06,0.94,-0.35,-1.53,0,3.9,12.86,,152,6.73,3.06,0.94,-0.35,-1.53,0,3.9,12.86
23788,6.12,2.91,8.01,-1.2,-1.39,0.12,5.56,9.94,,169,6.12,2.91,8.01,-1.2,-1.39,0.12,5.56,9.94
23804,1.21,2.09,3.47,-1.29,-0.08,0.31,3.88,5.82,,185,1.21,2.09,3.47,-1.29,-0.08,0.31,3.88,5.82
23820,0.47,1.32,2.58,-1.69,-3.08,3.24,3.28,3.46,,201,0.47,1.32,2.58,-1.69,-3.08,3.24,3.28,3.46
23836,-0.32,3.92,-1.35,-0.75,0.28,11.79,3.38,2.77,,217,-0.32,3.92,-1.35,-0.75,0.28,11.79,3.38,2.77
23852,2.11,8.21,-0.47,1.31,0.78,11.93,4.01,4.8,,233,2.11,8.21,-0.47,1.31,0.78,11.93,4.01,4.8
23868,5.83,10.27,3.28,3.8,-0.8,8.31,5.96,6.59,,249,5.83,10.27,3.28,3.8,-0.8,8.31,5.96,6.59
23885,5.93,11.82,2.49,4.33,-0.19,4.48,0.85,-3.11,,266,5.93,11.82,2.49,4.33,-0.19,4.48,0.85,-3.11
23902,-5.15,-5.81,0.23,2.92,0.24,-2.86,1.37,0.05,,283,-5.15,-5.81,0.23,2.92,0.24,-2.86,1.37,0.05
23918,-0.78,-0.35,1.18,5.84,6.77,-1.23,-2.01,-2.13,,299,-0.78,-0.35,1.18,5.84,6.77,-1.23,-2.01,-2.13
23934,-0.02,0.34,2.41,8.32,7.78,-0.36,0.14,-1.12,,315,-0.02,0.34,2.41,8.32,7.78,-0.36,0.14,-1.12
23951,-0.75,-0.07,8.46,12.92,7.12,0.16,4.87,0.75,,332,-0.75,-0.07,8.46,12.92,7.12,0.16,4.87,0.75
23968,0.61,3.5,10.08,10.67,2.64,0.53,3.53,1.68,,349,0.61,3.5,10.08,10.67,2.64,0.53,3.53,1.68
23984,-0.54,2.42,6.62,1.38,-1.53,3.77,0.86,0.6,,365,-0.54,2.42,6.62,1.38,-1.53,3.77,0.86,0.6
24000,-0.49,0.86,1.43,0.65,-1.29,8.89,-0.13,0.56,,381,-0.49,0.86,1.43,0.65,-1.29,8.89,-0.13,0.56
24016,-0.37,0.2,-0.06,0.51,0.7,10.77,0.57,10.07,,397,-0.37,0.2,-0.06,0.51,0.7,10.77,0.57,10.07
24034,2.52,-0.2,1.22,3.17,1.83,9.22,0.34,17.83,,415,2.52,-0.2,1.22,3.17,1.83,9.22,0.34,17.83
24050,9.35,0.62,1.72,3.15,2.61,6.37,-0.56,17.93,,431,9.35,0.62,1.72,3.15,2.61,6.37,-0.56,17.93
24066,7.75,2.3,-0.88,0.84,1.68,6.36,-0.32,16.39,,447,7.75,2.3,-0.88,0.84,1.68,6.36,-0.32,16.39
24082,5.9,2.17,0.07,0.2,-0.01,6.71,-5.11,11.85,,463,5.9,2.17,0.07,0.2,-0.01,6.71,-5.11,11.85
24100,4.1,-5.57,-0.43,0.14,-0.23,6.23,1.1,2.53,,481,4.1,-5.57,-0.43,0.14,-0.23,6.23,1.1,2.53
24116,1.03,0.11,0.1,0,3.54,4.89,3.35,1.79,,497,1.03,0.11,0.1,0,3.54,4.89,3.35,1.79
24133,1.29,4.62,1.97,6.9,5.83,0.99,5.59,1.06,,514,1.29,4.62,1.97,6.9,5.83,0.99,5.59,1.06
24149,6.57,10.13,4.33,12.22,5.52,0.01,6.21,-0.26,,530,6.57,10.13,4.33,12.22,5.52,0.01,6.21,-0.26
24165,3.02,8.43,-6.48,2.03,-0.95,0.16,2.87,1.12,,546,3.02,8.43,-6.48,2.03,-0.95,0.16,2.87,1.12
24181,0.89,7.3,-0.58,0.07,0.45,-0.24,4.78,3.44,,562,0.89,7.3,-0.58,0.07,0.45,-0.24,4.78,3.44
24197,1.62,7.33,1.32,-1.02,-0.05,0.28,3.98,5.79,,578,1.62,7.33,1.32,-1.02,-0.05,0.28,3.98,5.79
24213,2.77,7.55,-0.79,1.14,1.63,-6.31,4.64,8.15,,594,2.77,7.55,-0.79,1.14,1.63,-6.31,4.64,8.15
24229,5.89,8.23,2.27,16.94,1.81,0.09,3.65,7.51,,610,5.89,8.23,2.27,16.94,1.81,0.09,3.65,7.51
24245,3.15,3.78,-0.49,5.25,-0.74,0.58,0.85,7.03,,626,3.15,3.78,-0.49,5.25,-0.74,0.58,0.85,7.03
24261,2.07,0.98,-0.66,3.15,-0.42,-0.34,1.12,7.73,,642,2.07,0.98,-0.66,3.15,-0.42,-0.34,1.12,7.73
24277,2.36,1.07,0.26,0.99,0.56,-0.31,2.84,9.78,,658,2.36,1.07,0.26,0.99,0.56,-0.31,2.84,9.78
24294,4.12,1.38,1.09,-1.24,-1.82,0.18,3.65,10.22,,675,4.12,1.38,1.09,-1.24,-1.82,0.18,3.65,10.22
24310,3.87,0.53,11.68,-1.63,-2.75,0.15,3.69,5.77,,691,3.87,0.53,11.68,-1.63,-2.75,0.15,3.69,5.77
