Hop5,,,,,,,,,,,,,,,,,,
beginning hop,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Time,M1,M2,M4,M5,M6,M7,M8,M3
37913,1.79,1.74,2,1.99,0.69,3.71,0.81,6.1,,4780,1.79,1.74,2,1.99,0.69,3.71,0.81,6.1
37929,1.82,1.83,2.35,1.89,0.73,3.58,0.93,5.76,,4796,1.82,1.83,2.35,1.89,0.73,3.58,0.93,5.76
37945,2.24,1.67,2.39,1.76,0.89,3.87,1.12,5.93,,4812,2.24,1.67,2.39,1.76,0.89,3.87,1.12,5.93
37961,2.05,1.81,2.35,1.65,1.04,3.95,0.64,5.61,,4828,2.05,1.81,2.35,1.65,1.04,3.95,0.64,5.61
37977,1.93,1.71,2.2,1.81,1.01,3.76,0.64,6.07,,4844,1.93,1.71,2.2,1.81,1.01,3.76,0.64,6.07
37994,1.84,1.88,2.42,1.9,0.87,3.94,0.8,5.67,,4861,1.84,1.88,2.42,1.9,0.87,3.94,0.8,5.67
38010,2.06,1.85,2.66,1.83,0.77,3.82,0.81,5.7,,4877,2.06,1.85,2.66,1.83,0.77,3.82,0.81,5.7
38026,2.01,2.05,2.38,1.86,0.87,3.73,0.45,5.89,,4893,2.01,2.05,2.38,1.86,0.87,3.73,0.45,5.89
38042,2,1.78,2.22,1.92,0.89,3.93,0.55,5.77,,4909,2,1.78,2.22,1.92,0.89,3.93,0.55,5.77
38058,2.05,1.95,2.56,2.26,0.89,4.08,0.88,6.02,,4925,2.05,1.95,2.56,2.26,0.89,4.08,0.88,6.02
38074,1.87,2.01,2.55,1.8,0.73,4.02,0.52,5.99,,4941,1.87,2.01,2.55,1.8,0.73,4.02,0.52,5.99
38091,2.26,1.8,2.26,1.4,0.88,4.05,0.57,6.16,,4958,2.26,1.8,2.26,1.4,0.88,4.05,0.57,6.16
38107,2.03,1.88,1.88,2.61,0.95,4.11,0.66,6.18,,4974,2.03,1.88,1.88,2.61,0.95,4.11,0.66,6.18
38123,2.24,1.85,3.06,2.27,0.95,4.1,0.79,6.61,,4990,2.24,1.85,3.06,2.27,0.95,4.1,0.79,6.61
38139,2.09,1.53,3,1.65,0.82,4.26,0.82,6.36,,5006,2.09,1.53,3,1.65,0.82,4.26,0.82,6.36
38155,2.45,1.51,2.8,1.61,1.13,4.24,0.86,5.56,,5022,2.45,1.51,2.8,1.61,1.13,4.24,0.86,5.56
38171,2.4,1.6,2.64,2.03,1.28,4.07,0.76,6.01,,5038,2.4,1.6,2.64,2.03,1.28,4.07,0.76,6.01
38188,2.5,1.31,2.38,1.86,1.24,4.45,0.97,6.32,,5055,2.5,1.31,2.38,1.86,1.24,4.45,0.97,6.32
38204,2.28,1.57,2.06,1.95,1.21,4.42,0.79,6.3,,5071,2.28,1.57,2.06,1.95,1.21,4.42,0.79,6.3
38220,2.38,1.54,2.24,2.13,1.29,4.25,0.9,6.18,,5087,2.38,1.54,2.24,2.13,1.29,4.25,0.9,6.18
ending hop,,,,,,,,,,,,,,,,,,
