Hop2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
beginning hop,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Time,M1,M2,M4,M5,M6,M7,M8,M3
33674,0.13,-0.17,0.42,0.14,-0.2,-0.1,0.17,-0.85,,4662,0.13,-0.17,0.42,0.14,-0.2,-0.1,0.17,-0.85
33690,0.03,-0.06,-0.73,-0.74,0.09,-0.21,-0.12,-0.87,,4678,0.03,-0.06,-0.73,-0.74,0.09,-0.21,-0.12,-0.87
33706,-0.1,-0.1,-0.03,0.63,-0.38,-0.41,0.19,-1.09,,4694,-0.1,-0.1,-0.03,0.63,-0.38,-0.41,0.19,-1.09
33722,-0.33,-0.05,-0.13,0.78,-0.17,-0.05,0.2,-1.52,,4710,-0.33,-0.05,-0.13,0.78,-0.17,-0.05,0.2,-1.52
33738,0.18,-0.16,-0.24,-1.33,-0.22,-0.16,0.61,-2.52,,4726,0.18,-0.16,-0.24,-1.33,-0.22,-0.16,0.61,-2.52
33754,0.28,-0.08,-0.45,0.22,-0.34,-0.38,0.67,-2.87,,4742,0.28,-0.08,-0.45,0.22,-0.34,-0.38,0.67,-2.87
33771,-0.01,-0.26,-0.43,1.04,-0.25,-0.34,1.79,-3.91,,4759,-0.01,-0.26,-0.43,1.04,-0.25,-0.34,1.79,-3.91
33787,-0.07,-0.3,-0.05,-2.09,-0.38,-0.06,2.39,-6.26,,4775,-0.07,-0.3,-0.05,-2.09,-0.38,-0.06,2.39,-6.26
33803,0.18,-0.07,-0.47,1.36,0.14,0.01,3.17,-9.27,,4791,0.18,-0.07,-0.47,1.36,0.14,0.01,3.17,-9.27
33819,0.01,-0.15,-0.28,1.04,-0.23,-0.36,2.81,-9.95,,4807,0.01,-0.15,-0.28,1.04,-0.23,-0.36,2.81,-9.95
33835,0.29,-0.27,-0.14,-2.29,0.04,-0.12,2.29,-9.02,,4823,0.29,-0.27,-0.14,-2.29,0.04,-0.12,2.29,-9.02
33851,0.31,-0.09,-0.15,-0.16,0.17,-0.22,2.23,-7.68,,4839,0.31,-0.09,-0.15,-0.16,0.17,-0.22,2.23,-7.68
33868,0.02,-0.1,-0.13,2.35,-0.43,-0.22,1.58,-5.24,,4856,0.02,-0.1,-0.13,2.35,-0.43,-0.22,1.58,-5.24
33884,0.18,-0.26,0.07,-1.35,-0.02,0.17,-0.35,-3.54,,4872,0.18,-0.26,0.07,-1.35,-0.02,0.17,-0.35,-3.54
33900,0.16,-0.15,-0.22,-1.19,-0.07,-0.26,-1.09,-2.85,,4888,0.16,-0.15,-0.22,-1.19,-0.07,-0.26,-1.09,-2.85
33916,0.09,-0.12,-0.85,-0.03,-0.22,-0.12,-1.88,-2.78,,4904,0.09,-0.12,-0.85,-0.03,-0.22,-0.12,-1.88,-2.78
33932,0.02,-0.34,0.46,0.38,-0.27,-0.27,-1.73,-3.83,,4920,0.02,-0.34,0.46,0.38,-0.27,-0.27,-1.73,-3.83
33948,0.15,-0.22,-0.34,0.13,-0.15,0.32,-1.12,-5.25,,4936,0.15,-0.22,-0.34,0.13,-0.15,0.32,-1.12,-5.25
33965,0.26,-0.06,-0.41,-0.11,0.01,0.28,0.35,-9.19,,4953,0.26,-0.06,-0.41,-0.11,0.01,0.28,0.35,-9.19
33981,0.25,-0.14,0.17,-0.17,0.15,0.56,1.52,-12.73,,4969,0.25,-0.14,0.17,-0.17,0.15,0.56,1.52,-12.73
33997,-0.06,0.05,-0.01,0.17,0.12,0.4,1.65,-14.39,,4985,-0.06,0.05,-0.01,0.17,0.12,0.4,1.65,-14.39
34013,-0.06,-0.02,-0.04,0.04,0.14,0.46,0.81,-13.61,,5001,-0.06,-0.02,-0.04,0.04,0.14,0.46,0.81,-13.61
34029,0.01,0.32,0.05,-0.09,0.4,0.46,-0.49,-10.71,,5017,0.01,0.32,0.05,-0.09,0.4,0.46,-0.49,-10.71
34045,-0.09,0.25,0.21,0.18,0.29,0.1,-1.43,-5.1,,5033,-0.09,0.25,0.21,0.18,0.29,0.1,-1.43,-5.1
34062,-0.15,0.02,0.22,-0.33,0.38,0.11,-3.21,-0.99,,5050,-0.15,0.02,0.22,-0.33,0.38,0.11,-3.21,-0.99
34078,-0.11,0.05,0.03,0.33,0.4,0.13,-3.84,0.31,,5066,-0.11,0.05,0.03,0.33,0.4,0.13,-3.84,0.31
ending hop,,,,,,,,,,,,,,,,,,
