Hop4,,,,,,,,,,,,,,,,,,
beginning hop,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Time,M1,M2,M4,M5,M6,M7,M8,M3
26553,1,1.97,0.68,2.56,0.54,3.52,-1.02,6.39,,993,1,1.97,0.68,2.56,0.54,3.52,-1.02,6.39
26570,1.46,1.73,1.28,1.96,0.26,3.87,-1.01,6.04,,1010,1.46,1.73,1.28,1.96,0.26,3.87,-1.01,6.04
26586,1.39,1.62,0.7,1.89,0.19,3.28,-1.82,5.98,,1026,1.39,1.62,0.7,1.89,0.19,3.28,-1.82,5.98
26604,0.84,0.94,0.95,2.02,-0.02,2.91,-1.65,6.07,,1044,0.84,0.94,0.95,2.02,-0.02,2.91,-1.65,6.07
26620,0.77,1.17,0.81,2.15,0.35,2.9,-1.51,5.83,,1060,0.77,1.17,0.81,2.15,0.35,2.9,-1.51,5.83
26636,1.05,0.94,0.84,2.67,0.29,2.94,-1.02,6,,1076,1.05,0.94,0.84,2.67,0.29,2.94,-1.02,6
26652,1.22,1.46,1.52,1.69,0.19,3.14,-1.42,5.37,,1092,1.22,1.46,1.52,1.69,0.19,3.14,-1.42,5.37
26668,1.19,1.06,1.66,1.68,-0.02,3.32,-1.59,5.36,,1108,1.19,1.06,1.66,1.68,-0.02,3.32,-1.59,5.36
26684,1.05,1.33,2.44,1.18,-0.37,3.08,-1.99,5.17,,1124,1.05,1.33,2.44,1.18,-0.37,3.08,-1.99,5.17
26700,0.9,1.07,1.56,1.4,0.1,3.16,-1.55,5.4,,1140,0.9,1.07,1.56,1.4,0.1,3.16,-1.55,5.4
26716,0.89,1.14,1.14,1.72,-0.17,3.01,-1.43,5.53,,1156,0.89,1.14,1.14,1.72,-0.17,3.01,-1.43,5.53
26732,0.44,1,0.85,1.62,0.24,3.04,-1.38,5.62,,1172,0.44,1,0.85,1.62,0.24,3.04,-1.38,5.62
26748,0.6,1.44,1.02,1.77,0.03,2.88,-1.72,5.23,,1188,0.6,1.44,1.02,1.77,0.03,2.88,-1.72,5.23
26764,0.21,1.55,1,1.61,-0.06,2.78,-1.73,4.7,,1204,0.21,1.55,1,1.61,-0.06,2.78,-1.73,4.7
26781,0.2,1.25,1.52,1.86,-0.22,2.68,-1.98,4.67,,1221,0.2,1.25,1.52,1.86,-0.22,2.68,-1.98,4.67
26797,0.15,0.97,1.23,2.48,0.11,2.66,-1.59,4.87,,1237,0.15,0.97,1.23,2.48,0.11,2.66,-1.59,4.87
26813,0.19,1.44,0.46,2.32,0,2.19,-1.78,5.76,,1253,0.19,1.44,0.46,2.32,0,2.19,-1.78,5.76
26829,-0.25,1.05,0.5,2.62,-0.12,1.92,-1.7,5.25,,1269,-0.25,1.05,0.5,2.62,-0.12,1.92,-1.7,5.25
26845,-0.22,1.73,-0.21,2.25,-0.03,1.59,-1.63,5.38,,1285,-0.22,1.73,-0.21,2.25,-0.03,1.59,-1.63,5.38
26861,0.13,1.35,-0.13,2.54,-0.22,2.17,-1.87,4.94,,1301,0.13,1.35,-0.13,2.54,-0.22,2.17,-1.87,4.94
26878,0.33,1.68,-0.54,2.21,-0.24,2.28,-2.16,4.63,,1318,0.33,1.68,-0.54,2.21,-0.24,2.28,-2.16,4.63
26894,0.45,1.12,-0.02,1.58,-0.75,2.17,-2.65,4.64,,1334,0.45,1.12,-0.02,1.58,-0.75,2.17,-2.65,4.64
26910,0.13,0.97,0.16,1.6,-0.31,2.17,-2.58,4.05,,1350,0.13,0.97,0.16,1.6,-0.31,2.17,-2.58,4.05
26926,0.55,0.96,0.73,1.99,0,2.04,-1.98,4.73,,1366,0.55,0.96,0.73,1.99,0,2.04,-1.98,4.73
26942,-0.15,0.7,0.27,1.8,-0.51,1.91,-1.23,4.59,,1382,-0.15,0.7,0.27,1.8,-0.51,1.91,-1.23,4.59
26958,0.02,1.27,0.48,1.97,-0.26,2.15,-1.6,4.3,,1398,0.02,1.27,0.48,1.97,-0.26,2.15,-1.6,4.3
26975,-0.11,1.05,0.83,1.86,-0.82,2.34,-1.84,4.99,,1415,-0.11,1.05,0.83,1.86,-0.82,2.34,-1.84,4.99
26991,-0.13,1.71,0.43,1.62,-0.7,2.49,-2.21,4.5,,1431,-0.13,1.71,0.43,1.62,-0.7,2.49,-2.21,4.5
27007,0.48,1.55,0.19,1.47,-0.87,2.24,-2.45,4.05,,1447,0.48,1.55,0.19,1.47,-0.87,2.24,-2.45,4.05
27023,-0.02,1.31,0.69,1.44,-1.2,2.33,-2.61,3.92,,1463,-0.02,1.31,0.69,1.44,-1.2,2.33,-2.61,3.92
27039,-0.22,1.2,0.83,1.63,-1.18,1.98,-2.65,3.88,,1479,-0.22,1.2,0.83,1.63,-1.18,1.98,-2.65,3.88
27055,-0.53,1.02,0.57,1.8,-1.64,1.43,-2.34,3.84,,1495,-0.53,1.02,0.57,1.8,-1.64,1.43,-2.34,3.84
27072,-0.5,1.15,0.63,1.81,-1.82,1.23,-2.22,4.09,,1512,-0.5,1.15,0.63,1.81,-1.82,1.23,-2.22,4.09
27088,-0.6,0.96,0.61,1.96,-2.01,0.67,-2.27,3.78,,1528,-0.6,0.96,0.61,1.96,-2.01,0.67,-2.27,3.78
27104,-0.64,1.08,0.48,2.25,-1.9,0.44,-2.08,3.99,,1544,-0.64,1.08,0.48,2.25,-1.9,0.44,-2.08,3.99
27120,-0.26,1.45,0.31,2.1,-2.07,0.44,-2.29,3.93,,1560,-0.26,1.45,0.31,2.1,-2.07,0.44,-2.29,3.93
27136,-0.07,1.46,0.28,1.86,0.65,1.71,-2.15,4.01,,1576,-0.07,1.46,0.28,1.86,0.65,1.71,-2.15,4.01
27152,-0.75,1.3,-0.02,1.93,-0.01,1.27,-1.84,4.19,,1592,-0.75,1.3,-0.02,1.93,-0.01,1.27,-1.84,4.19
27168,-0.97,0.79,0.31,1.49,-1,1.82,-2.34,4.14,,1608,-0.97,0.79,0.31,1.49,-1,1.82,-2.34,4.14
27185,-0.92,0.76,0.26,1.16,-0.73,1.46,-2.3,4.06,,1625,-0.92,0.76,0.26,1.16,-0.73,1.46,-2.3,4.06
27201,-0.73,1.33,0.52,1.57,-0.83,1.97,-2.47,4.38,,1641,-0.73,1.33,0.52,1.57,-0.83,1.97,-2.47,4.38
27217,0.02,1.1,0.78,1.28,-0.9,1.44,-2.39,4.24,,1657,0.02,1.1,0.78,1.28,-0.9,1.44,-2.39,4.24
27233,-0.44,0.97,0.78,1.3,-0.73,1.68,-2.22,4.14,,1673,-0.44,0.97,0.78,1.3,-0.73,1.68,-2.22,4.14
27249,-0.44,1.11,0.13,1.02,-0.22,1.53,-2.62,4.34,,1689,-0.44,1.11,0.13,1.02,-0.22,1.53,-2.62,4.34
27265,-0.61,0.99,0.23,0.69,-0.43,1.5,-2.66,3.83,,1705,-0.61,0.99,0.23,0.69,-0.43,1.5,-2.66,3.83
27282,-0.7,1.01,0.17,0.79,-0.87,1.2,-2.84,3.79,,1722,-0.7,1.01,0.17,0.79,-0.87,1.2,-2.84,3.79
27298,-0.38,0.88,-0.08,0.77,-0.94,1.3,-2.41,4.07,,1738,-0.38,0.88,-0.08,0.77,-0.94,1.3,-2.41,4.07
27314,-0.57,0.71,0.93,1.28,-1.07,1.09,-2.25,4.22,,1754,-0.57,0.71,0.93,1.28,-1.07,1.09,-2.25,4.22
27330,-0.76,0.71,0.5,1.29,-1.08,0.88,-2.34,4.08,,1770,-0.76,0.71,0.5,1.29,-1.08,0.88,-2.34,4.08
27346,-0.83,0.5,0.43,1.19,-1.03,1.12,-2,4.1,,1786,-0.83,0.5,0.43,1.19,-1.03,1.12,-2,4.1
27362,-0.78,0.69,0.08,1.15,-1.16,0.64,-2.27,4.23,,1802,-0.78,0.69,0.08,1.15,-1.16,0.64,-2.27,4.23
27379,-0.72,0.64,0.1,1.35,-1.03,0.73,-2.19,3.62,,1819,-0.72,0.64,0.1,1.35,-1.03,0.73,-2.19,3.62
27395,-0.62,0.54,-0.07,1.23,-1.48,0.48,-2.32,3.45,,1835,-0.62,0.54,-0.07,1.23,-1.48,0.48,-2.32,3.45
27411,-0.73,0.48,0.09,1.43,-1.43,0.92,-2.01,3.73,,1851,-0.73,0.48,0.09,1.43,-1.43,0.92,-2.01,3.73
27427,-0.58,0.56,-0.03,1.41,-1.19,0.53,-2.08,3.87,,1867,-0.58,0.56,-0.03,1.41,-1.19,0.53,-2.08,3.87
27443,-0.66,0.71,0.08,1.26,-1.13,0.84,-2.25,3.66,,1883,-0.66,0.71,0.08,1.26,-1.13,0.84,-2.25,3.66
27459,-0.57,0.67,-0.23,1.45,-1.28,0.71,-2.11,3.99,,1899,-0.57,0.67,-0.23,1.45,-1.28,0.71,-2.11,3.99
27476,-0.58,0.65,0.21,1.4,-1.31,0.75,-2.09,4.17,,1916,-0.58,0.65,0.21,1.4,-1.31,0.75,-2.09,4.17
27492,-0.66,0.83,0.38,1.11,-1.35,0.65,-2.09,4.23,,1932,-0.66,0.83,0.38,1.11,-1.35,0.65,-2.09,4.23
27508,-0.6,0.76,0.63,1.67,-1.09,0.44,-2.05,4,,1948,-0.6,0.76,0.63,1.67,-1.09,0.44,-2.05,4
27524,-0.62,0.72,0.2,1.54,-1.08,0.76,-1.86,4.08,,1964,-0.62,0.72,0.2,1.54,-1.08,0.76,-1.86,4.08
27540,-0.62,0.73,0.48,1.44,-1.2,0.2,-1.8,3.9,,1980,-0.62,0.73,0.48,1.44,-1.2,0.2,-1.8,3.9
27556,0.22,1.79,0.77,1.46,5.71,1.33,-1.88,4.04,,1996,0.22,1.79,0.77,1.46,5.71,1.33,-1.88,4.04
27572,15.72,17.47,13.01,6.71,17.03,13.51,16.13,-1.01,,2012,15.72,17.47,13.01,6.71,17.03,13.51,16.13,-1.01
27589,12.26,9.69,8.97,8.65,8.55,8.5,-0.66,5.79,,2029,12.26,9.69,8.97,8.65,8.55,8.5,-0.66,5.79
27605,8.33,7.9,8.19,7.61,7.38,7.75,-0.98,9.09,,2045,8.33,7.9,8.19,7.61,7.38,7.75,-0.98,9.09
27623,-5.63,-5.08,-3.43,-0.57,11.85,11.42,-10.16,16.07,,2063,-5.63,-5.08,-3.43,-0.57,11.85,11.42,-10.16,16.07
27639,-3.25,-1.54,-0.47,-3.71,-3.67,-3.76,-9.77,17.89,,2079,-3.25,-1.54,-0.47,-3.71,-3.67,-3.76,-9.77,17.89
27655,-0.71,-3.53,-2.99,-1.63,-2.62,-1.56,-0.5,-2.04,,2095,-0.71,-3.53,-2.99,-1.63,-2.62,-1.56,-0.5,-2.04
27671,-0.69,-1.95,0.5,-0.31,0.05,-0.29,-1.46,0.36,,2111,-0.69,-1.95,0.5,-0.31,0.05,-0.29,-1.46,0.36
27687,-1.44,-0.79,0.57,-0.11,0.02,0.19,0.46,-1.04,,2127,-1.44,-0.79,0.57,-0.11,0.02,0.19,0.46,-1.04
27703,0.09,-0.01,0.42,-0.19,-0.45,0.04,0.12,-1.13,,2143,0.09,-0.01,0.42,-0.19,-0.45,0.04,0.12,-1.13
27719,0.61,0.4,-0.34,-0.72,0.55,-0.25,-0.07,0.48,,2159,0.61,0.4,-0.34,-0.72,0.55,-0.25,-0.07,0.48
27735,-0.02,-0.1,-0.16,0.98,-0.32,-0.55,-0.23,-0.35,,2175,-0.02,-0.1,-0.16,0.98,-0.32,-0.55,-0.23,-0.35
27751,0.18,0.13,-0.08,0.6,-0.72,-0.62,-0.05,-0.19,,2191,0.18,0.13,-0.08,0.6,-0.72,-0.62,-0.05,-0.19
27767,-0.07,-0.37,0.19,-0.95,-0.42,0.14,0.11,-0.12,,2207,-0.07,-0.37,0.19,-0.95,-0.42,0.14,0.11,-0.12
27784,0.14,0.24,-0.5,1.12,-0.33,-0.2,-0.02,-0.4,,2224,0.14,0.24,-0.5,1.12,-0.33,-0.2,-0.02,-0.4
27800,0.1,-0.25,0.14,0.78,-0.39,-0.63,-0.38,-0.22,,2240,0.1,-0.25,0.14,0.78,-0.39,-0.63,-0.38,-0.22
27816,-0.02,0.06,-0.02,-1.09,-0.88,-0.4,-3.07,7.59,,2256,-0.02,0.06,-0.02,-1.09,-0.88,-0.4,-3.07,7.59
27832,0.45,1.65,0.26,-0.29,-1.95,-1.32,0.93,12.41,,2272,0.45,1.65,0.26,-0.29,-1.95,-1.32,0.93,12.41
27848,0.3,0.51,-0.16,2.17,0.4,0.25,-2.03,12.3,,2288,0.3,0.51,-0.16,2.17,0.4,0.25,-2.03,12.3
27864,0.72,-1.19,0.54,-1.87,-0.08,-0.57,-2.84,5.74,,2304,0.72,-1.19,0.54,-1.87,-0.08,-0.57,-2.84,5.74
27881,0.29,1.46,1.27,-1.56,-1.43,-0.87,-1.73,3.81,,2321,0.29,1.46,1.27,-1.56,-1.43,-0.87,-1.73,3.81
27897,0.12,-0.54,-0.8,0.38,-0.89,0.14,-0.27,3.47,,2337,0.12,-0.54,-0.8,0.38,-0.89,0.14,-0.27,3.47
27913,-0.33,-0.65,-0.6,1.52,-0.48,0.2,-1.1,4.58,,2353,-0.33,-0.65,-0.6,1.52,-0.48,0.2,-1.1,4.58
27929,0.62,1.23,0.74,-0.34,4.97,10.13,-0.16,5.61,,2369,0.62,1.23,0.74,-0.34,4.97,10.13,-0.16,5.61
27945,0.95,-1.31,0.07,0.27,5.18,14.09,0.04,1.88,,2385,0.95,-1.31,0.07,0.27,5.18,14.09,0.04,1.88
27961,17.12,17.25,16.61,11.79,6.6,4.88,0.37,0.65,,2401,17.12,17.25,16.61,11.79,6.6,4.88,0.37,0.65
27978,0.29,3.98,-1.69,-2.6,1.35,-0.46,1.25,-0.5,,2418,0.29,3.98,-1.69,-2.6,1.35,-0.46,1.25,-0.5
27994,-0.44,1.23,0.77,-1.16,0.14,-0.93,0.6,-0.28,,2434,-0.44,1.23,0.77,-1.16,0.14,-0.93,0.6,-0.28
28010,0.35,1.55,0.43,0.87,6.03,0.92,2.9,3.87,,2450,0.35,1.55,0.43,0.87,6.03,0.92,2.9,3.87
28026,0.64,-0.62,0.67,0.07,1.65,1.03,4.71,4.41,,2466,0.64,-0.62,0.67,0.07,1.65,1.03,4.71,4.41
28042,0.41,0,-0.95,-0.73,0.89,2.53,0.93,4.89,,2482,0.41,0,-0.95,-0.73,0.89,2.53,0.93,4.89
28058,0.29,0.12,0.24,1.47,-0.62,2.89,-0.99,8.17,,2498,0.29,0.12,0.24,1.47,-0.62,2.89,-0.99,8.17
28074,0.18,-0.06,0.65,0.7,-2.04,7.72,-2.24,9.24,,2514,0.18,-0.06,0.65,0.7,-2.04,7.72,-2.24,9.24
28091,1.84,5.1,9.23,6.15,-2.07,10.62,0.12,10.72,,2531,1.84,5.1,9.23,6.15,-2.07,10.62,0.12,10.72
28107,8.5,5.16,3.25,4.24,0.98,7.11,1.63,7.83,,2547,8.5,5.16,3.25,4.24,0.98,7.11,1.63,7.83
28123,-0.45,-0.69,1.04,-0.89,-1.86,2.17,-0.87,5.18,,2563,-0.45,-0.69,1.04,-0.89,-1.86,2.17,-0.87,5.18
28139,0.03,0.41,-0.04,-0.12,-0.79,0.86,-0.1,5.14,,2579,0.03,0.41,-0.04,-0.12,-0.79,0.86,-0.1,5.14
28155,0.28,0.8,0.77,1.93,1.46,1.92,1.34,6.52,,2595,0.28,0.8,0.77,1.93,1.46,1.92,1.34,6.52
28171,0.67,2.25,3.39,5.03,2.62,3.69,1.3,5.87,,2611,0.67,2.25,3.39,5.03,2.62,3.69,1.3,5.87
28188,4.65,4.48,2.64,3.73,3.71,3.07,0.88,4.57,,2628,4.65,4.48,2.64,3.73,3.71,3.07,0.88,4.57
28204,1.59,1.59,1.27,1.78,1.24,2.39,0.12,4.53,,2644,1.59,1.59,1.27,1.78,1.24,2.39,0.12,4.53
28220,0.89,0.88,1.32,1.32,0.74,3.42,0.39,5.43,,2660,0.89,0.88,1.32,1.32,0.74,3.42,0.39,5.43
28236,2.41,1.2,2.32,1.78,1.9,4.69,0.49,5.72,,2676,2.41,1.2,2.32,1.78,1.9,4.69,0.49,5.72
28252,3.64,1.36,2.2,1.61,1.58,4.48,0.32,5.6,,2692,3.64,1.36,2.2,1.61,1.58,4.48,0.32,5.6
28268,2.96,0.84,2.16,1.34,0.75,3.36,0.44,5.68,,2708,2.96,0.84,2.16,1.34,0.75,3.36,0.44,5.68
28285,2.19,0.87,2.06,1.72,1.09,3.19,0.69,5.72,,2725,2.19,0.87,2.06,1.72,1.09,3.19,0.69,5.72
28301,1.37,1.05,2.43,2.28,1.41,3.23,0.9,5.75,,2741,1.37,1.05,2.43,2.28,1.41,3.23,0.9,5.75
28317,1.58,1.42,2.07,2.07,1.34,2.98,0.81,5.75,,2757,1.58,1.42,2.07,2.07,1.34,2.98,0.81,5.75
28333,1.65,1.35,2.06,2.36,1.27,3.09,0.6,5.61,,2773,1.65,1.35,2.06,2.36,1.27,3.09,0.6,5.61
28349,1.74,1.2,1.93,1.99,1.29,3.56,0.65,5.62,,2789,1.74,1.2,1.93,1.99,1.29,3.56,0.65,5.62
28365,2.04,1.1,2.06,1.84,1.43,3.7,0.54,5.56,,2805,2.04,1.1,2.06,1.84,1.43,3.7,0.54,5.56
28382,2.31,1.29,2.2,1.69,1.46,3.75,0.28,5.42,,2822,2.31,1.29,2.2,1.69,1.46,3.75,0.28,5.42
28398,2.47,1.09,1.97,1.66,1.56,3.59,0.42,5.41,,2838,2.47,1.09,1.97,1.66,1.56,3.59,0.42,5.41
28414,2.1,1.49,1.85,1.82,1.67,3.49,0.7,5.19,,2854,2.1,1.49,1.85,1.82,1.67,3.49,0.7,5.19
28430,1.97,1.59,1.84,2.35,1.53,3.07,0.59,5.3,,2870,1.97,1.59,1.84,2.35,1.53,3.07,0.59,5.3
28446,1.93,1.48,2.43,2.05,1.46,3.27,0.75,5.36,,2886,1.93,1.48,2.43,2.05,1.46,3.27,0.75,5.36
28462,1.94,1.45,1.93,1.84,1.34,3.35,0.41,5.5,,2902,1.94,1.45,1.93,1.84,1.34,3.35,0.41,5.5
28478,2.08,1.19,2.07,1.92,1.01,3.33,0.71,6.21,,2918,2.08,1.19,2.07,1.92,1.01,3.33,0.71,6.21
28495,1.85,1.1,2.11,2.19,1.1,3.62,0.62,6.07,,2935,1.85,1.1,2.11,2.19,1.1,3.62,0.62,6.07
28511,1.93,1.16,2.2,1.9,0.89,3.64,0.65,5.76,,2951,1.93,1.16,2.2,1.9,0.89,3.64,0.65,5.76
28527,1.98,1.12,2.48,1.52,1.44,3.74,0.67,5.41,,2967,1.98,1.12,2.48,1.52,1.44,3.74,0.67,5.41
28543,2.01,1.1,1.99,1.66,1.2,3.38,0.3,5.22,,2983,2.01,1.1,1.99,1.66,1.2,3.38,0.3,5.22
28559,2.01,1.5,1.91,2.25,1.54,3.22,0.72,5.9,,2999,2.01,1.5,1.91,2.25,1.54,3.22,0.72,5.9
28575,1.82,1.46,2.21,2.06,1.18,3.38,0.66,5.14,,3015,1.82,1.46,2.21,2.06,1.18,3.38,0.66,5.14
28592,2.09,1.46,2.35,1.74,1.28,3.72,0.32,5.61,,3032,2.09,1.46,2.35,1.74,1.28,3.72,0.32,5.61
